Hotel_Name,review_title,review_positive,review_negative,Reviewer_Score,date
"
Hotel
Novotel Liverpool Centre
","
Exceptional
","The location is surpurb. Everything right on your door step, even a home bargains and Tesco less than a minute away. Bowling around the corner on a side street, surrounded by restaurants. Five minute walk to the docks. The Gym and swimming pool can be used at all times. Swimming pool warm and family friendly. Staff polite and helpful. Can order from Uber eats, Ect to hotel. Mc Donald's, subway, kfc, Greggs all 3 minute walk away. Buses, train station in the same road. ","The car park is very expensive, even with 30% hotel discount. You get charged every time you leave the carpark and disabled is still the same rate as any car with no disabilities/ badge. Spent over £40 on parking for 3 nights.", 10 ,"
December 2020
"
"
Hotel
Novotel Liverpool Centre
","
Very good
",Loved our stay. Was all very easy with 2 young kids.,, 8.0 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Hotel & Spa Liverpool
","
Exceptional
","Stunning building, staff very attentive and even gave us a complimentary upgrade!!",The TV in the room was an old analogue TV so couldn’t access things like Netflix , 10 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Hotel & Spa Liverpool
","
Perfect 
",Perfect stay lovely clean room it was very hot though ,Everything was great , 10 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Hotel & Spa Liverpool
","
Exceptional
","Amazing comfy beds, gorgeous and spacious hotel room, great location and friendly staff",It was a bit awkward to get to our room, 10 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Hotel & Spa Liverpool
","
Superb
",Really good customer service and great room for the price.,Spa wasn't open but was due to current circumstances., 9.0 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Hotel & Spa Liverpool
","
Fab hotel but unable to control climate
","Great location, lovey staff, nice breakfast. The bath was amazing!!! Lovely room and walk around the hotel. Parking across the road in secure place for 24 hours £13",We couldn’t control the temp of the room it was way too hot so I didn’t sleep until 3am, 8.0 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Hotel & Spa Liverpool
","
Good
",Staff were pleasant and room was lovely.,Air con/heating system was broke and the room was freezing!, 7.0 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Hotel & Spa Liverpool
","
Breakfast problem
","Comfortable room, pleasant staff",The breakfast was buffet style and very busy. I don’t think this was very good in a coronavirus pandemic., 7.0 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Hotel & Spa Liverpool
","
Exceptional
",Wonderfully warm welcome 🥰,"What’s not to like? It’s a beautiful old building, the rooms are lovely and the staff exceptionally friendly! Breakfast is also delicious ", 10 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Hotel & Spa Liverpool
","
Good Trip
","The room was very clean, great facilities and exceptional shower! ",However our bed was broken so was a little uncomfortable, 7.0 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Hotel & Spa Liverpool
","
Very good
",Location and buffet breakfast,, 8.0 ,"
December 2020
"
"
Hotel
Adelphi Hotel
","
Exceptional
","Awesome location, they have smoking rooms. ",, 10 ,"
February 2019
"
"
Hotel
Adelphi Hotel
","
Passable
",The comfortable bed ,Room was really hot and the bathroom was very small , 5.0 ,"
February 2021
"
"
Hotel
Adelphi Hotel
","
Good location and value for money nice staff
",Lovely staff good value for money,In need of updating, 6.0 ,"
December 2020
"
"
Hotel
Adelphi Hotel
","
Good
",everything good!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,, 7.0 ,"
November 2020
"
"
Hotel
Adelphi Hotel
","
Passable
",Location ,Old and run down reported television broken wasn’t replaced , 5.0 ,"
December 2020
"
"
Hotel
Adelphi Hotel
","
It was ok for the price but surely need renovation
",Need renovation,"Single glazed windows and locks, sanitary in the bathroom", 6.0 ,"
December 2020
"
"
Hotel
Adelphi Hotel
","
Pleasant
",Location,Early check out ..too early..car park a rip off go online book 24 hours for£6 instead of through hotel which is £13 ., 6.0 ,"
December 2020
"
"
Hotel
Adelphi Hotel
","
Good
","I think that the hotel was a lovely stay and pleasant, the staff was amazing and polite. The was a homeless man who stayed in the stair well of the entrance causing problems and a mess, no one cleaned up smashed class or sick while I was there which wasn’t pleasant",The staff are polite and friendly however they didn’t act upon a drunken man in the hotel entrance, 6.0 ,"
December 2020
"
"
Hotel
Adelphi Hotel
","
Okay place to stay for a night 
",Room big and warm ,"Have to pay for WiFi, whole hotel very dated and bathroom pretty old, shower very weak ", 7.0 ,"
December 2020
"
"
Hotel
Adelphi Hotel
","
Great value and location
",Grand historian hotel great location 👍,Drug addicts in proximity 😨, 7.0 ,"
October 2020
"
"
Hotel
Malmaison Liverpool
","
Exceptional
","The experience was great. The only thing that bothered me I did not bring to the staffs attention, was a banging noise that was coming from my bathroom sink. It was difficult to sleep sometimes but nothing that would cause me to stay there again.",, 10 ,"
June 2019
"
"
Hotel
Malmaison Liverpool
","
Very good
",The Kop Suite,It was all excellent , 8.0 ,"
February 2021
"
"
Hotel
Malmaison Liverpool
","
Very good
",,A river view would have been especially nice - the hotel was very quiet so a gratis upgrade would have been a treat., 8.0 ,"
March 2021
"
"
Hotel
Malmaison Liverpool
","
Excellent
","Vast choice with breakfast
Staff were fantastic and very helpful
Lovely huge bed","Due to covid so not complaining, room not cleaned during the 5 day stay", 9.0 ,"
February 2021
"
"
Hotel
Malmaison Liverpool
","
Great Customer Service
","Stayed during lockdown as a key worker. 
There was only two members of staff running the hotel. I checked in, went to my room and it smelled of drains. Not good, but I spoke to the guy at reception and within 5 minutes had my room changed and was very professional. 
Then ordered some food which was good and delivered in only a few minutes. 
Considering being ran by two people. Great!",, 10 ,"
February 2021
"
"
Hotel
Malmaison Liverpool
","
Thank you so much, everything brilliant.
",After a very stressful week with my husband undergoing 3 surgeries at  Royal Liverpool hospital it was absolutely wonderful to rest and relax at Malmaison before the long journey home. Absolutely everything was exceptional and we really hope to be able to stay there again.,Cannot think of anything that needs improvement.  All excellent., 10 ,"
January 2021
"
"
Hotel
Malmaison Liverpool
","
.
",.,., 10 ,"
January 2021
"
"
Hotel
Malmaison Liverpool
","
Very good
","Great location, lovely staff and good building and room service. Spacious bathroom with shower and bath.","Tv signal not the best, toilet difficult to flush have to press button very hard, pillows very small needed more, but overall room was good just small things wrong. ", 8.0 ,"
January 2021
"
"
Hotel
Malmaison Liverpool
","
Christmas stay 
",The hotel was absolutely lovely could not fault it ,I would say I loved the stay but the breakfast could of been slightly better , 10 ,"
December 2020
"
"
Hotel
Malmaison Liverpool
","
Enjoyed my first time at the malmaison and would recommend to people
",Dined in the night time food was excellent so was breakfast service was excellent both times,Nothing I didn't like, 9.0 ,"
December 2020
"
"
Hotel
The Liner at Liverpool
","
Refsec
",Everything about the hotel was excellent ,, 10 ,"
October 2019
"
"
Hotel
The Liner at Liverpool
","
Brilliant
","The liner is an amazing hotel, the staff are lovely and friendly, graham one of the waiters went out of his way for us in the restaurant. Will definitely stay again. Brilliant location it was fab 😊",, 10 ,"
December 2020
"
"
Hotel
The Liner at Liverpool
","
Good hotel 
",Great hotel great staff and good place to stay right in town centre will stay here again ,In middle of town, 9.0 ,"
December 2020
"
"
Hotel
The Liner at Liverpool
","
Exceptional
","Everything was fantastic, from the customer service to the value for money",, 10 ,"
December 2020
"
"
Hotel
The Liner at Liverpool
","
It was great
","It was ok , obviously cos of circumstances it was limited",Breakfast as I explained, 8.0 ,"
December 2020
"
"
Hotel
The Liner at Liverpool
","
Superb
","The staff were really helpful and polite. The manager in the restaurant was great, he really made evening dining come to life, and nothing was too much trouble.
The staff at breakfast were equally polite and attentive. 
I was sad that I couldn't continue to stay during lockdown. 
Thank you to you all.",The rooms at the back could be a little noisy due to train station., 9.0 ,"
December 2020
"
"
Hotel
The Liner at Liverpool
","
Fabulous hotel
","Food in restaurant was amazing, staff were very pleasant and helpful.",Room was quite small but apart from that couldn't fault it. , 10 ,"
December 2020
"
"
Hotel
The Liner at Liverpool
","
Amazing as always 
",Perfect location very clean rooms and great value. The only place we stay in Liverpool ,Nothing , 10 ,"
December 2020
"
"
Hotel
The Liner at Liverpool
","
Great Hotel!
",Everything about this hotel is great! Complimentary upgrade to suite was lovely gesture. Covid precautions were spot on. Will definitely stay here again. Going to try the Penthouse next time!!,"The restaurant was understaffed at breakfast so it took a long time for our order to arrive and when it did everything came together. Reception extended our check out time to allow us some time after breakfast. No complaints about the breakfast or staff, they could have just done with a bit more help.", 9.0 ,"
December 2020
"
"
Hotel
The Liner at Liverpool
","
perfect stay , friendly staff , very clean .great value
",very covid safe,, 10 ,"
December 2020
"
"
Aparthotel
Quest Liverpool City Centre
","
Exceptional
",Excellent Hotel very clean and comfortable ,Excellent furniture and very clean bathroom, 10 ,"
February 2021
"
"
Aparthotel
Quest Liverpool City Centre
","
Would stay again
","Location was great and staff were nice really clean and stylish rooms, we liked how the reception was on the first floor which gave a bit of privacy when leaving and entering the building",Didn’t like being charger deposit upon arrival, 10 ,"
December 2020
"
"
Aparthotel
Quest Liverpool City Centre
","
Excellent location, excellent room, excellent hygiene and excellent customer service
",The apartrooms,Nothing!, 10 ,"
December 2020
"
"
Aparthotel
Quest Liverpool City Centre
","
Exceptional
",The hole experience,All of the time, 10 ,"
January 2021
"
"
Aparthotel
Quest Liverpool City Centre
","
Great place to stay & great location!
",The staff were very friendly and helpful. The place itself was very comfortable and location was excellent. Would definitely stay again!,, 10 ,"
January 2021
"
"
Aparthotel
Quest Liverpool City Centre
","
Definitely Recommend For A Break
","Everything was clean and up to expectation, staff was exceptionally welcoming and helpful",, 10 ,"
December 2020
"
"
Aparthotel
Quest Liverpool City Centre
","
Didn't want to leave! 
","First of all the staff were wonderful and so friendly. Nothing was too much and everything was explained to us properly. The apartment was so spacious and had everything we need, its the best place I've stayed for the value for money, with somewhere so central for absolutely everything in Liverpool. Couldn't recommend this place enough, we will definitely be back! ",Nothing everything was fantastic, 10 ,"
December 2020
"
